id;brand;model;price;image;features;whatsapp;offer;category
110;Apple;iPhone 16 Plus 128GB;920;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-16-plus-finish-select-202409-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"6GB RAM;128GB";593958688163;FALSO;Premium
111;Apple;iPhone 16 Plus 256GB;1010;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-16-plus-finish-select-202409-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"6GB RAM;256GB";593958688163;VERDADERO;Premium
112;Apple;iPhone 16 Pro 128GB;1110;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-16-pro-finish-select-202409-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"8GB RAM;128GB";593958688163;FALSO;Premium
113;Apple;iPhone 16 Pro 256GB;1320;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-16-pro-finish-select-202409-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"8GB RAM;256GB";593958688163;VERDADERO;Premium
114;Apple;iPhone 17 256GB;1050;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-17-finish-select-202509-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"8GB RAM;256GB";593958688163;FALSO;Premium
115;Apple;iPhone 17 Pro 256GB Esim;1435;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-17-pro-finish-select-202509-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"8GB RAM;256GB;eSIM";593958688163;VERDADERO;Premium
116;Apple;iPhone 17 Pro 256GB Chip;1475;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-17-pro-finish-select-202509-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"8GB RAM;256GB;Chip";593958688163;FALSO;Premium
117;Apple;iPhone 17 Pro Max 256GB Esim;1525;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-17-pro-max-finish-select-202509-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"8GB RAM;256GB;eSIM";593958688163;VERDADERO;Premium
118;Apple;iPhone 17 Pro Max 256GB Chip;1800;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-17-pro-max-finish-select-202509-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"8GB RAM;256GB;Chip";593958688163;FALSO;Premium
119;Apple;iPhone 17 Pro Max 512GB Esim;1760;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-17-pro-max-finish-select-202509-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"8GB RAM;512GB;eSIM";593958688163;VERDADERO;Premium
120;Apple;iPhone Air 256GB Esim;1230;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-air-finish-select-202509-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"8GB RAM;256GB;eSIM";593958688163;FALSO;Premium
121;Apple;iPhone Air 512GB Esim;1380;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-air-finish-select-202509-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"8GB RAM;512GB;eSIM";593958688163;VERDADERO;Premium
122;Apple;iPhone Air 1TB Esim;1580;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-air-finish-select-202509-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"8GB RAM;1TB;eSIM";593958688163;FALSO;Premium
123;Apple;iPad Air M3 11 256GB;790;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/ipad-air-m3-11-finish-select-202409-silver?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"Tablet;M3 Chip;256GB";593958688163;VERDADERO;Tablet
124;Apple;iPad Air M3 13 256GB;890;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/ipad-air-m3-13-finish-select-202409-silver?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"Tablet;M3 Chip;256GB";593958688163;FALSO;Tablet
125;Apple;Apple Watch Serie 10 46mm;445;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/apple-watch-series-10-finish-select-202409-silver?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"Smartwatch;46mm";593958688163;VERDADERO;Accesorio
126;Apple;Apple Watch Serie 11 42mm;550;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/apple-watch-series-11-finish-select-202509-silver?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"Smartwatch;42mm";593958688163;FALSO;Accesorio
127;Apple;Apple Watch Serie 11 46mm;560;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/apple-watch-series-11-finish-select-202509-silver?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"Smartwatch;46mm";593958688163;VERDADERO;Accesorio
128;Apple;AirPods 4;250;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/airpods-4-finish-select-202409-silver?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"Audífonos;Inalámbricos";593958688163;FALSO;Accesorio
129;Apple;Apple Watch Ultra 3 49mm;950;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/apple-watch-ultra-3-finish-select-202509-silver?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"Smartwatch;49mm;Ultra";593958688163;VERDADERO;Accesorio
130;Apple;AirTag 4 Unidades;150;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/airtag-4-pack-finish-select-202409-silver?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"Localizador;4 unidades";593958688163;FALSO;Accesorio
131;Apple;AirTag Unidad;50;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/airtag-finish-select-202409-silver?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"Localizador;Unidad";593958688163;VERDADERO;Accesorio
132;Apple;Pencil Pro;180;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/apple-pencil-pro-finish-select-202409-silver?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"Lápiz;Pro";593958688163;FALSO;Accesorio
